ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,stator_yoke,stator_tooth,stator_winding,profile_id
-0.72780615,-1.0661068,0.17881866,1.6846442,2.0241184,-0.26306042,-0.7609161,-0.2543103,-0.32713133,-0.8428357,-0.52559423,-0.36151278,4
-0.7214615,-1.0655524,0.17903964,1.686755,2.024118,-0.26297456,-0.7599393,-0.25414646,-0.3277254,-0.84380704,-0.5246018,-0.36029282,4
-0.7233756,-1.0660638,0.17836176,1.6886923,2.0241199,-0.26409453,-0.7592407,-0.2539247,-0.32948512,-0.84705704,-0.52480847,-0.36174396,4
-0.72301227,-1.0668485,0.17825288,1.6887736,2.0241165,-0.26402512,-0.75935024,-0.25396273,-0.32878125,-0.84921527,-0.5255744,-0.3607128,4
-0.71089506,-1.0679064,0.17827222,1.6874119,2.0241184,-0.26298612,-0.7603626,-0.25434855,-0.32788157,-0.8482575,-0.5259238,-0.3594667,4
-0.7046819,-1.0710086,0.17952162,1.685621,2.024119,-0.26406416,-0.76113117,-0.2545788,-0.328406,-0.8478339,-0.52579075,-0.35822135,4
-0.69727224,-1.0746577,0.17967711,1.684179,2.0241172,-0.26424068,-0.76150995,-0.2547837,-0.3257041,-0.84753186,-0.5264118,-0.35624573,4
-0.678974,-1.0777308,0.18049087,1.6852819,2.0241203,-0.26509213,-0.76129097,-0.25467625,-0.3251004,-0.8456233,-0.5272242,-0.3542596,4
-0.6618732,-1.0804622,0.18010683,1.6857151,2.0241177,-0.26457396,-0.76100403,-0.25451064,-0.32766536,-0.8444825,-0.52761126,-0.3529299,4
-0.65529567,-1.0819721,0.18037367,1.6859124,2.0241163,-0.26430705,-0.76088053,-0.25460935,-0.3293119,-0.8445925,-0.52775705,-0.3523313,4
-0.65762633,-1.083248,0.17999291,1.6845626,2.0241203,-0.26464173,-0.7614642,-0.25469136,-0.32921654,-0.8444171,-0.5273953,-0.35376066,4
-0.67193073,-1.084055,0.18058123,1.684162,2.024119,-0.2633951,-0.761147,-0.2549906,-0.32922545,-0.84197307,-0.5260583,-0.3571456,4
-0.66591626,-1.0837063,0.18096337,1.6840895,2.0241168,-0.2637349,-0.76146644,-0.25493,-0.32949546,-0.84114,-0.5247004,-0.3582838,4
-0.6626491,-1.0828805,0.18160556,1.6833036,2.024118,-0.2653346,-0.76209146,-0.25519237,-0.33000308,-0.83928275,-0.5249242,-0.3567595,4
-0.6769715,-1.0811168,0.18176353,1.6835823,2.0241187,-0.2641581,-0.7621093,-0.25501487,-0.32566276,-0.83789116,-0.52578485,-0.35546097,4
-0.70792496,-1.0776942,0.18162067,1.6829785,2.0241177,-0.26484093,-0.7624329,-0.2549859,-0.32787845,-0.83778816,-0.5266867,-0.3564169,4
-0.7312189,-1.0750537,0.18118197,1.6815649,2.0241199,-0.26359764,-0.76250505,-0.25508502,-0.32437295,-0.83911955,-0.52732867,-0.35906622,4
-0.7658782,-1.0727463,0.18100967,1.6827203,2.0241175,-0.26337013,-0.7619766,-0.25501555,-0.3225438,-0.84082633,-0.5273001,-0.36230797,4
-0.789145,-1.0706515,0.1811599,1.6838782,2.024118,-0.26238987,-0.761519,-0.2548041,-0.32142672,-0.84066,-0.5270432,-0.36432296,4
-0.8073168,-1.0688527,0.18170564,1.6847249,2.0241184,-0.2629795,-0.7612073,-0.25500396,-0.32609758,-0.840784,-0.52600527,-0.36391795,4
-0.82612896,-1.0668265,0.181618,1.6850015,2.0241208,-0.26325983,-0.76122373,-0.25481683,-0.32586095,-0.8439568,-0.52534395,-0.36328858,4
-0.8421929,-1.0663933,0.18126959,1.6852403,2.0241203,-0.26329103,-0.76106113,-0.2547893,-0.32718033,-0.84722716,-0.5256398,-0.36167076,4
-0.85183084,-1.0664907,0.18030114,1.6847894,2.02412,-0.26219913,-0.7606844,-0.2547119,-0.32481018,-0.8471669,-0.5255028,-0.3592001,4
-0.8507568,-1.067251,0.18066533,1.6857947,2.0241203,-0.2627233,-0.760429,-0.25468278,-0.32608125,-0.8443051,-0.52550745,-0.35746622,4
-0.85166824,-1.0691124,0.1791807,1.6860036,2.024119,-0.26298305,-0.76051503,-0.25436172,-0.3266446,-0.8430202,-0.5257466,-0.35693127,4
-0.84870315,-1.072027,0.17920783,1.6879134,2.024118,-0.26241404,-0.7596518,-0.25414887,-0.3259347,-0.84388995,-0.52566767,-0.36002317,4
-0.8557143,-1.0752667,0.17867044,1.6871959,2.0241191,-0.26283714,-0.76011455,-0.25423056,-0.3246127,-0.841525,-0.52589005,-0.36060822,4
-0.8588199,-1.0782219,0.17897125,1.6847253,2.0241203,-0.26139686,-0.7604928,-0.2544692,-0.319507,-0.84022826,-0.5256412,-0.3606852,4
-0.85308653,-1.0803256,0.17909881,1.6857708,2.0241175,-0.26320738,-0.7601677,-0.25447753,-0.31811678,-0.8386957,-0.52613205,-0.360118,4
-0.8506645,-1.081894,0.17820741,1.6863908,2.0241187,-0.26244992,-0.76009184,-0.25424913,-0.32112402,-0.83905673,-0.52658236,-0.3598515,4
-0.854834,-1.0826466,0.17936963,1.6866845,2.0241187,-0.26277947,-0.7601445,-0.25440347,-0.32273504,-0.8403683,-0.52660096,-0.35995507,4
-0.8551693,-1.0826269,0.17951053,1.6855327,2.0241196,-0.263183,-0.7609266,-0.2545306,-0.32049006,-0.84279555,-0.5262614,-0.36156082,4
-0.85787636,-1.0821178,0.1786118,1.6850423,2.0241187,-0.26281586,-0.76028186,-0.2542923,-0.32294813,-0.8415073,-0.52652097,-0.36177808,4
-0.8558508,-1.0808014,0.17965338,1.6847851,2.0241184,-0.2633321,-0.76086634,-0.25472167,-0.32029667,-0.8396438,-0.52610546,-0.36012626,4
-0.8600485,-1.0785278,0.18017544,1.6844213,2.0241182,-0.26431432,-0.7610388,-0.2546809,-0.321069,-0.83957094,-0.5257293,-0.3579145,4
-0.85664475,-1.0760878,0.17989342,1.6836975,2.0241191,-0.26327112,-0.76134723,-0.2545779,-0.31813097,-0.8405738,-0.52482206,-0.35610136,4
-0.8571577,-1.0739547,0.18070032,1.6849116,2.0241182,-0.26366085,-0.7609831,-0.25494254,-0.31576443,-0.8424178,-0.5252411,-0.35581267,4
-0.8560265,-1.0720276,0.17986277,1.684726,2.0241184,-0.2634497,-0.7610929,-0.25471765,-0.3128427,-0.84206855,-0.5251287,-0.35758924,4
-0.85563,-1.0702633,0.17979775,1.6820035,2.0241182,-0.26308456,-0.7618804,-0.25516197,-0.3134596,-0.84422654,-0.52501583,-0.357434,4
-0.8524632,-1.0679587,0.18023166,1.6832191,2.0241191,-0.26268247,-0.76179934,-0.2550349,-0.31540406,-0.8431188,-0.5263039,-0.358428,4
-0.85222226,-1.0649394,0.17947075,1.6842881,2.0241191,-0.26226553,-0.76148313,-0.25473195,-0.31528682,-0.84058714,-0.52666813,-0.36027148,4
-0.8492612,-1.0635873,0.17892149,1.6858659,2.0241191,-0.2626232,-0.7606343,-0.25436252,-0.3152347,-0.83764035,-0.5259688,-0.36100292,4
-0.8544054,-1.0637941,0.17922793,1.6857288,2.024118,-0.26216742,-0.7605805,-0.25435305,-0.31636235,-0.8367346,-0.5262355,-0.36058238,4
-0.85613084,-1.0645188,0.18070604,1.6807125,2.0241172,-0.2625122,-0.7622828,-0.25508648,-0.31560177,-0.8362574,-0.52628267,-0.3592881,4
-0.8581755,-1.0673426,0.18057007,1.6832427,2.0241172,-0.26285583,-0.7614342,-0.254869,-0.31193173,-0.83617884,-0.52549905,-0.35770062,4
-0.86076814,-1.0708227,0.1808794,1.6848934,2.0241199,-0.26355267,-0.76069677,-0.2544798,-0.31597677,-0.83873117,-0.52416,-0.3548736,4
-0.8574829,-1.0734371,0.18051502,1.685186,2.0241203,-0.2634978,-0.760684,-0.2545761,-0.31402633,-0.84032357,-0.52455765,-0.35547215,4
-0.85607463,-1.076123,0.18038642,1.6842779,2.0241168,-0.26401496,-0.7612049,-0.2546769,-0.31382763,-0.8393727,-0.5255096,-0.35827857,4
-0.8545118,-1.078614,0.1799683,1.6847119,2.0241232,-0.26394546,-0.7608692,-0.2547148,-0.31490725,-0.8404043,-0.5261076,-0.3597021,4
-0.8544074,-1.0808052,0.18018718,1.6847496,2.0241191,-0.26411122,-0.7604964,-0.25479856,-0.3148054,-0.8418055,-0.5264929,-0.3600403,4
-0.8554634,-1.0823184,0.17875499,1.6854484,2.024118,-0.26351732,-0.76006645,-0.25439364,-0.31272689,-0.84137326,-0.5262103,-0.35763758,4
-0.8597062,-1.0821639,0.1799006,1.6838415,2.02412,-0.2632609,-0.76098514,-0.25467992,-0.31536177,-0.8414097,-0.5254147,-0.35519683,4
-0.86989623,-1.0811814,0.18008383,1.6860518,2.0241208,-0.2640536,-0.7601454,-0.25457337,-0.31506965,-0.83989245,-0.5248445,-0.3539204,4
-0.87934947,-1.0799133,0.17976168,1.6864763,2.0241184,-0.26425925,-0.7600923,-0.25458944,-0.31338322,-0.8396019,-0.52411985,-0.35404426,4
-0.9014178,-1.0772655,0.1792706,1.6837281,2.0241182,-0.26399586,-0.7607438,-0.25463602,-0.31261015,-0.8388461,-0.52310383,-0.35499543,4
-0.91561276,-1.0753071,0.17924249,1.6856207,2.0241182,-0.26376966,-0.7599878,-0.25448027,-0.31125835,-0.8383045,-0.52237576,-0.35478702,4
-0.92399,-1.0733905,0.1799797,1.685459,2.0241184,-0.26272032,-0.7602714,-0.2545027,-0.31153917,-0.8404555,-0.5218088,-0.3534714,4
-0.94300294,-1.0708412,0.17986682,1.6855118,2.0241153,-0.2621156,-0.76058406,-0.25457665,-0.31229183,-0.8408017,-0.52212536,-0.35263887,4
-0.9584265,-1.0684786,0.18040808,1.68331,2.0241184,-0.2634508,-0.7619172,-0.25488085,-0.31137365,-0.8413984,-0.5215843,-0.35277915,4
-0.97026163,-1.066552,0.18174474,1.6807798,2.02412,-0.26317155,-0.7623985,-0.25531524,-0.3147965,-0.83983475,-0.5206093,-0.3554765,4
-0.97747254,-1.065248,0.18180016,1.6824565,2.024115,-0.263204,-0.7615741,-0.25520048,-0.31244293,-0.83537877,-0.5218531,-0.35848868,4
-0.9791337,-1.0647109,0.1808705,1.6844456,2.0241206,-0.26370946,-0.7606056,-0.25470832,-0.31001922,-0.83507323,-0.5225185,-0.35898706,4
-0.98364556,-1.065015,0.18134868,1.6850444,2.0241199,-0.26388666,-0.7603783,-0.2549064,-0.31390837,-0.83485454,-0.5226339,-0.3564259,4
-0.9876856,-1.0661079,0.18070473,1.685503,2.0241182,-0.26450709,-0.76036555,-0.25477055,-0.3150471,-0.83559376,-0.52393603,-0.35572308,4
-0.98688865,-1.067528,0.18002142,1.6853228,2.024124,-0.2640791,-0.7606129,-0.25451466,-0.31683442,-0.83582485,-0.5234238,-0.35765734,4
-0.9844465,-1.0698335,0.1809763,1.6825569,2.0241175,-0.26338866,-0.76139766,-0.25521913,-0.31292003,-0.83763325,-0.5230567,-0.35837674,4
-0.96940345,-1.0731801,0.18053739,1.6838211,2.0241196,-0.26295212,-0.7609705,-0.25497058,-0.3120927,-0.8325568,-0.52198064,-0.3571366,4
-0.94319063,-1.0754685,0.18035334,1.6819475,2.0241168,-0.26383868,-0.76219887,-0.25532424,-0.31358454,-0.8334993,-0.5222484,-0.35609847,4
-0.91930753,-1.0781847,0.17954865,1.6832892,2.024118,-0.26423144,-0.76151806,-0.25496048,-0.31335607,-0.83417475,-0.5228018,-0.35673118,4
-0.8937954,-1.0800544,0.18078032,1.6830571,2.0241163,-0.2645075,-0.76154596,-0.25512382,-0.3116295,-0.83570397,-0.522882,-0.35733512,4
-0.8622407,-1.0805249,0.1811803,1.6801028,2.02412,-0.26316702,-0.7623729,-0.25535202,-0.30841997,-0.8363519,-0.52253294,-0.35891938,4
-0.809798,-1.08023,0.18123157,1.6826661,2.0241177,-0.26301846,-0.7611802,-0.2551809,-0.3090768,-0.8375628,-0.5226442,-0.36061028,4
-0.7587988,-1.0795357,0.18065354,1.6840663,2.024118,-0.26319224,-0.760836,-0.25462404,-0.3096692,-0.8388288,-0.5227239,-0.3613022,4
-0.72931176,-1.0777446,0.18052955,1.6862156,2.0241182,-0.26376906,-0.7598034,-0.25447777,-0.3050908,-0.8387898,-0.5227811,-0.35949808,4
-0.7024415,-1.0752565,0.18145698,1.6847373,2.024116,-0.26320517,-0.7607119,-0.25488326,-0.3060383,-0.8391603,-0.5243126,-0.3568919,4
-0.6859791,-1.0733726,0.18118635,1.6817235,2.0241184,-0.26292837,-0.7616371,-0.25523177,-0.3058538,-0.8379323,-0.5250035,-0.3546726,4
-0.67196685,-1.0711826,0.18075691,1.6841406,2.0241191,-0.26242155,-0.76062906,-0.25467697,-0.30890957,-0.8341153,-0.52414346,-0.3541812,4
-0.65724194,-1.0680338,0.18158633,1.68547,2.024119,-0.263591,-0.7603594,-0.25458902,-0.3092274,-0.8322762,-0.52488226,-0.35579643,4
-0.63953584,-1.0641929,0.18153332,1.6850138,2.0241203,-0.26389158,-0.76063913,-0.25467178,-0.30850166,-0.8340948,-0.5259086,-0.35672128,4
-0.6174856,-1.0614327,0.17995764,1.686662,2.0241187,-0.26395366,-0.7598723,-0.2543187,-0.3077668,-0.83141536,-0.5257405,-0.3556316,4
-0.6072916,-1.0587606,0.18099248,1.6837795,2.0241206,-0.2644411,-0.7613931,-0.25479257,-0.30844545,-0.8275539,-0.52458125,-0.3545075,4
-0.59980166,-1.0581996,0.18164735,1.681349,2.024116,-0.26274893,-0.7619576,-0.25533685,-0.3079042,-0.827774,-0.52329874,-0.35531983,4
-0.59501576,-1.0601095,0.18124127,1.6826646,2.0241172,-0.26307085,-0.7615729,-0.25489447,-0.30838346,-0.82678676,-0.52414167,-0.35803127,4
-0.60240734,-1.0623075,0.18263267,1.683098,2.0241182,-0.26451775,-0.76148427,-0.25508344,-0.30309713,-0.8303606,-0.52465504,-0.36005336,4
-0.61423147,-1.0648661,0.18130608,1.6832751,2.0241182,-0.26449192,-0.7613658,-0.25492823,-0.3032343,-0.8323737,-0.5243003,-0.35979402,4
-0.61933553,-1.068019,0.1800802,1.684162,2.02412,-0.26416615,-0.7608063,-0.25459188,-0.30421084,-0.8333184,-0.5243171,-0.36079308,4
-0.6240561,-1.0716511,0.18184721,1.680789,2.024119,-0.26370507,-0.76154536,-0.25536382,-0.30384424,-0.83424425,-0.5243292,-0.36172086,4
-0.63198066,-1.074941,0.18063918,1.6834784,2.0241182,-0.26365623,-0.76035774,-0.25490704,-0.30471125,-0.8356544,-0.5245637,-0.36246058,4
-0.63050616,-1.0777776,0.18056846,1.6842701,2.0241196,-0.26346216,-0.76013714,-0.25475067,-0.30356124,-0.8329808,-0.52486724,-0.36230433,4
-0.6265213,-1.0793382,0.18065089,1.6843368,2.024119,-0.26387653,-0.7603515,-0.25456277,-0.30247805,-0.8286756,-0.52458787,-0.36063203,4
-0.6298738,-1.0799953,0.1799493,1.6856179,2.0241184,-0.26480174,-0.7595613,-0.25434688,-0.30213642,-0.82887644,-0.5236649,-0.359133,4
-0.63494873,-1.0802242,0.17903095,1.6856623,2.0241184,-0.2645386,-0.7592774,-0.25418773,-0.30521095,-0.8253362,-0.52187437,-0.35779804,4
-0.6313895,-1.0785513,0.17975153,1.6864485,2.0241177,-0.26426023,-0.7588235,-0.2542664,-0.3040184,-0.82419366,-0.519688,-0.35974872,4
-0.6330607,-1.0770515,0.1797513,1.6870607,2.0241165,-0.26437834,-0.758684,-0.25423893,-0.30121368,-0.8232755,-0.520425,-0.36161777,4
-0.6362657,-1.0752544,0.18027467,1.6873411,2.024116,-0.26378042,-0.7587589,-0.25438222,-0.30084902,-0.82301563,-0.52167594,-0.36052546,4
-0.63634497,-1.073081,0.17956045,1.6858542,2.02412,-0.2646978,-0.7595778,-0.25442952,-0.3035843,-0.82462186,-0.5202684,-0.35856435,4
-0.6349528,-1.0710915,0.17993431,1.6851026,2.0241172,-0.26368296,-0.7601397,-0.25466064,-0.3053462,-0.8242293,-0.5211572,-0.35673755,4
-0.6519853,-1.0690196,0.18030289,1.6839031,2.0241168,-0.26389897,-0.7601506,-0.25501475,-0.3081334,-0.822803,-0.52075493,-0.3571996,4
-0.7032927,-1.065942,0.18155205,1.6834832,2.0241187,-0.26414397,-0.76060593,-0.2552641,-0.30688682,-0.8229263,-0.5204668,-0.35897908,4
-0.7472547,-1.0627135,0.18063448,1.6843375,2.0241153,-0.26437742,-0.7602929,-0.25490308,-0.30212033,-0.82515496,-0.51809216,-0.36016038,4
-0.78235465,-1.0592505,0.1813511,1.6857693,2.0241168,-0.2649036,-0.7598116,-0.2548758,-0.30263877,-0.8267023,-0.51837814,-0.359546,4
-0.80884147,-1.0576508,0.18210644,1.6838923,2.0241196,-0.26400796,-0.7609903,-0.25514016,-0.30089393,-0.8293542,-0.5188542,-0.35796854,4
-0.82195437,-1.0586002,0.18196617,1.6836447,2.0241206,-0.26303202,-0.76022434,-0.25522056,-0.30133885,-0.82622623,-0.5199631,-0.35810256,4
-0.8123626,-1.0609508,0.1814515,1.6834371,2.024118,-0.26438013,-0.760362,-0.25493798,-0.30138233,-0.82597643,-0.52039623,-0.3575917,4
-0.79729736,-1.063013,0.1810718,1.6852055,2.0241172,-0.2636148,-0.7593853,-0.25455287,-0.30346757,-0.8264944,-0.51993877,-0.35803795,4
-0.77635026,-1.0668577,0.18109654,1.6846696,2.0241196,-0.2637665,-0.75986934,-0.25475743,-0.3042865,-0.82577014,-0.51988196,-0.35789084,4
-0.7588098,-1.0705454,0.18147247,1.6830246,2.0241191,-0.26345843,-0.7610701,-0.25507125,-0.30181572,-0.8253508,-0.5202028,-0.35793963,4
-0.75919926,-1.0731666,0.18077694,1.6830531,2.0241196,-0.2641724,-0.76131225,-0.2549794,-0.30305365,-0.8243037,-0.52101964,-0.35590577,4
-0.74903834,-1.0755057,0.18104878,1.682545,2.0241177,-0.26275992,-0.7609422,-0.25514153,-0.30291694,-0.8246486,-0.5216052,-0.35591462,4
-0.76420194,-1.076797,0.18087313,1.6826392,2.0241184,-0.26368424,-0.7611782,-0.2550059,-0.30283406,-0.8265385,-0.5217988,-0.35796925,4
-0.77178925,-1.0774306,0.18048093,1.6836791,2.0241172,-0.26331407,-0.76074797,-0.25498942,-0.29933146,-0.82679754,-0.52135026,-0.35749266,4
-0.7740888,-1.0779486,0.1795835,1.6839623,2.02412,-0.2627687,-0.7608573,-0.25479415,-0.29842338,-0.82573843,-0.520803,-0.357645,4
-0.7753907,-1.0775113,0.17960133,1.6848599,2.024119,-0.26375923,-0.76027256,-0.25466594,-0.29851946,-0.8230879,-0.52086264,-0.35717115,4
-0.77664834,-1.0753808,0.17960635,1.6847855,2.0241199,-0.26246,-0.7593138,-0.25451496,-0.29859585,-0.8217364,-0.52063435,-0.35480213,4
-0.7806834,-1.0734665,0.17884953,1.6866355,2.0241184,-0.2624366,-0.75863206,-0.2542079,-0.29407778,-0.8225103,-0.52209693,-0.3524742,4
-0.77817905,-1.0720549,0.17995547,1.6854671,2.0241168,-0.26194707,-0.7593489,-0.2546446,-0.29351756,-0.82182026,-0.5220155,-0.35155892,4
-0.778966,-1.0702295,0.17946924,1.6862304,2.024122,-0.2629656,-0.75902927,-0.25423214,-0.29126418,-0.82028043,-0.52006006,-0.3513103,4
-0.77584136,-1.0681864,0.18043678,1.6870786,2.0241172,-0.2631346,-0.7588329,-0.25456327,-0.29292008,-0.8198741,-0.51694256,-0.3518103,4
-0.78001493,-1.0643886,0.18103567,1.6841836,2.0241213,-0.2642726,-0.75986946,-0.25486538,-0.29460317,-0.82027984,-0.5175995,-0.3539175,4
-0.7791286,-1.0599391,0.18165828,1.6838676,2.0241156,-0.26380664,-0.76012427,-0.25504494,-0.2931308,-0.8206204,-0.5184317,-0.35537964,4
-0.7773179,-1.0571402,0.18250485,1.6836721,2.024115,-0.264307,-0.76044947,-0.2551396,-0.29093048,-0.81942075,-0.51929915,-0.3542454,4
-0.77983123,-1.0557693,0.18238844,1.6842254,2.0241177,-0.26432464,-0.76029795,-0.25494918,-0.2939901,-0.8194572,-0.5196946,-0.3544847,4
-0.7920327,-1.0572319,0.18201827,1.6839162,2.0241196,-0.26491225,-0.7604821,-0.25478742,-0.2961224,-0.81858724,-0.5181713,-0.35267562,4
-0.7922626,-1.059511,0.1813539,1.6853424,2.024118,-0.26407096,-0.75978297,-0.2545603,-0.29528832,-0.8184616,-0.5187511,-0.3517351,4
-0.7944377,-1.0621734,0.18105027,1.6839108,2.0241191,-0.26392403,-0.7593696,-0.25464347,-0.2961546,-0.81827205,-0.51961815,-0.35188377,4
-0.7980211,-1.0651,0.18030621,1.6858412,2.0241184,-0.263813,-0.7584496,-0.25443077,-0.29518837,-0.8217705,-0.51992327,-0.35215735,4
-0.7928659,-1.0685484,0.18008503,1.686836,2.0241184,-0.26406863,-0.75828654,-0.25432006,-0.29205045,-0.82223606,-0.5206388,-0.3531046,4
-0.8032446,-1.0716805,0.17948033,1.6864854,2.0241163,-0.2639068,-0.75884104,-0.254231,-0.2898182,-0.8215242,-0.5221905,-0.35393956,4
-0.812204,-1.0739553,0.18045217,1.6856608,2.0241208,-0.26317382,-0.75936216,-0.25451127,-0.28762126,-0.82111377,-0.52289575,-0.35309136,4
-0.81956947,-1.0753624,0.18018554,1.6853534,2.0241184,-0.26201275,-0.75880283,-0.2544795,-0.2904923,-0.8204214,-0.5225428,-0.35291567,4
-0.8224452,-1.0766988,0.18044963,1.6863794,2.024116,-0.26247784,-0.75854915,-0.25432095,-0.29063764,-0.8212693,-0.52143174,-0.35231042,4
-0.81832284,-1.0769442,0.18059261,1.6875094,2.0241184,-0.2635008,-0.75815797,-0.25436416,-0.28923467,-0.81988573,-0.5190546,-0.3511028,4
-0.81082183,-1.0753076,0.18085156,1.6860684,2.0241208,-0.26262057,-0.7590193,-0.25465477,-0.2936468,-0.8188943,-0.5169447,-0.3518922,4
-0.8026152,-1.0737209,0.18077914,1.6853886,2.0241203,-0.26415285,-0.75948256,-0.25459525,-0.2941234,-0.8192292,-0.51954347,-0.35483888,4
-0.81219095,-1.0721562,0.18117574,1.6854076,2.0241184,-0.2635003,-0.7591333,-0.25476426,-0.29257873,-0.8196684,-0.5199602,-0.3561085,4
-0.8152654,-1.0701965,0.18027022,1.6861286,2.0241175,-0.26241118,-0.75854665,-0.25467122,-0.29363742,-0.81953514,-0.52062005,-0.35518476,4
-0.806579,-1.0676162,0.18111415,1.6853118,2.024119,-0.2622929,-0.75921535,-0.2547132,-0.29137754,-0.81864315,-0.52046055,-0.3560401,4
-0.79777014,-1.0646755,0.1801207,1.6856524,2.0241203,-0.2633499,-0.7590781,-0.25446653,-0.288316,-0.8179043,-0.52102375,-0.35769248,4
-0.7906747,-1.0619453,0.179691,1.6860772,2.0241182,-0.26369575,-0.75897264,-0.25431576,-0.28971827,-0.81747454,-0.52160805,-0.35788924,4
-0.7900955,-1.0595762,0.1798393,1.685701,2.024119,-0.2617963,-0.75930923,-0.25443476,-0.2905456,-0.8182618,-0.51868397,-0.35541537,4
-0.8055512,-1.0565076,0.17959167,1.683162,2.0241177,-0.2623211,-0.7600087,-0.2546849,-0.29107487,-0.81773067,-0.51807946,-0.35340402,4
-0.8188177,-1.0551695,0.1801261,1.6848732,2.0241158,-0.26290417,-0.7593884,-0.25475085,-0.29263422,-0.81804705,-0.5184142,-0.3522725,4
-0.82945436,-1.056834,0.17900082,1.6856372,2.0241191,-0.2616789,-0.7590092,-0.25438565,-0.28987175,-0.82071316,-0.51761526,-0.35408348,4
-0.8366351,-1.058537,0.17877965,1.6863985,2.024118,-0.261999,-0.7587077,-0.25429535,-0.28659138,-0.82098067,-0.51704276,-0.3555057,4
-0.83813876,-1.0611717,0.17923345,1.686174,2.024119,-0.2628793,-0.75890446,-0.25438064,-0.28858578,-0.82087356,-0.5170842,-0.35600495,4
-0.845721,-1.0642399,0.17963052,1.6842818,2.0241203,-0.2623568,-0.75918853,-0.25456995,-0.29012015,-0.8200999,-0.51377124,-0.35823166,4
-0.8499759,-1.0673,0.17889851,1.6853473,2.0241203,-0.2624935,-0.7587949,-0.25439054,-0.29047835,-0.8207403,-0.51433355,-0.35976803,4
-0.8456638,-1.0704026,0.17900321,1.6867852,2.0241168,-0.26150915,-0.75828785,-0.25431433,-0.29045433,-0.82020366,-0.5132457,-0.35863274,4
-0.8404524,-1.0724196,0.17869149,1.6874936,2.0241184,-0.26262203,-0.75802386,-0.25421518,-0.28672662,-0.8190225,-0.51594436,-0.3576759,4
-0.8375034,-1.0740466,0.1795092,1.6875386,2.02412,-0.26290575,-0.7579898,-0.2542866,-0.2869193,-0.81877345,-0.5158906,-0.35748062,4
-0.83261716,-1.0750289,0.17968348,1.6863005,2.0241182,-0.26259595,-0.75886285,-0.25440696,-0.28849065,-0.8186449,-0.51598763,-0.35613725,4
-0.8201667,-1.0747352,0.17948319,1.6856549,2.02412,-0.2626921,-0.758445,-0.25439653,-0.28829798,-0.8185528,-0.5158765,-0.35397455,4
-0.8058844,-1.0731076,0.18003589,1.6868303,2.0241177,-0.2633461,-0.75808376,-0.2542725,-0.29060015,-0.81793916,-0.5167905,-0.35106432,4
-0.76992726,-1.071364,0.1804074,1.68588,2.0241196,-0.2642762,-0.7585808,-0.25434613,-0.2923356,-0.8180472,-0.5181683,-0.34841606,4
-0.7367114,-1.0698292,0.18114428,1.6859385,2.024119,-0.26415122,-0.7587553,-0.25464,-0.2920572,-0.8181244,-0.5175293,-0.3488279,4
-0.70944667,-1.0685459,0.18060406,1.6875817,2.0241196,-0.2643322,-0.75818044,-0.25445294,-0.2925804,-0.8181799,-0.5186975,-0.3490579,4
-0.67491084,-1.0667819,0.18014473,1.6869656,2.024118,-0.26449117,-0.7578032,-0.254489,-0.28877366,-0.81807023,-0.5193088,-0.34962046,4
-0.62821364,-1.0642223,0.17991786,1.6853938,2.0241187,-0.26480365,-0.7587337,-0.25444487,-0.28895214,-0.81809133,-0.5169915,-0.35101074,4
-0.55795956,-1.0603695,0.1797023,1.6874344,2.0241187,-0.26343203,-0.75769496,-0.25411952,-0.28762776,-0.8180067,-0.51813143,-0.35068908,4
-0.5117301,-1.0573176,0.18050979,1.6885602,2.0241177,-0.26272509,-0.7573388,-0.2540829,-0.28726017,-0.8185933,-0.51858693,-0.35209158,4
-0.48596296,-1.0560621,0.18144886,1.688301,2.0241182,-0.26375857,-0.75754315,-0.25422293,-0.28781247,-0.8179683,-0.51918447,-0.35501269,4
-0.47011584,-1.0547456,0.1806224,1.6875777,2.0241187,-0.2631979,-0.7573413,-0.25416943,-0.28491214,-0.81851596,-0.5190253,-0.3539766,4
-0.47894078,-1.0544691,0.18171915,1.6868771,2.0241168,-0.2635373,-0.75788474,-0.25446862,-0.28256696,-0.8188089,-0.5168786,-0.35245854,4
-0.48370856,-1.0573357,0.18200457,1.6854333,2.024121,-0.26449105,-0.75902134,-0.25497535,-0.28042096,-0.8186703,-0.5133529,-0.35286033,4
-0.5209204,-1.0602268,0.18064228,1.6843328,2.0241187,-0.2630001,-0.7595184,-0.25472203,-0.28098118,-0.81842166,-0.51430476,-0.35501617,4
-0.5490373,-1.0631781,0.18038203,1.6842937,2.024119,-0.26308322,-0.75942206,-0.25456202,-0.28340203,-0.8189902,-0.5155289,-0.35451883,4
-0.56890637,-1.0660717,0.18035485,1.6843984,2.0241172,-0.26333052,-0.759611,-0.25462544,-0.2824591,-0.82074165,-0.51468956,-0.35431653,4
-0.5837668,-1.0693029,0.17893347,1.6841959,2.0241191,-0.26209894,-0.75902456,-0.25459483,-0.28267604,-0.8199058,-0.5140881,-0.35140342,4
-0.5950841,-1.0723921,0.17873393,1.6858563,2.0241187,-0.26239425,-0.7584129,-0.25442612,-0.2811991,-0.81940657,-0.5118955,-0.3494179,4
